,title,lprice,category1,category2,title_sentencePiece,title_bertWP
835,마이데몬 도도희 원피스 트위드 자켓 스커트 투피스세트 모임 연예인 원피스,32990,패션의류,여성의류,▁마이데몬 ▁도도희 ▁원피스 ▁트위드 ▁자켓 ▁스커트 ▁투피스세트 ▁모임 ▁연예인 ▁원피스,마이데몬 도도희 원피스 트위드 자켓 스커트 투피스세트 모임 연예인 원피스
836,아이엠듀 갤럭시 S23 울트라 카드 케이스 하드 플러스,14350,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁ <unk> <unk> 시 ▁S 23 ▁울 트 라 ▁카 드 ▁케이 스 ▁하 드 ▁플 러 스,아이엠듀 갤럭시 S23 울트라 카드 케이스 하드 플러스
837,남자반목티 남성 봄 가을 기모 긴팔 고탄력 따뜻한 반목 티셔츠 폴라티 빅사이즈,6900,패션의류,남성의류,▁남자반 목티 ▁남성 ▁봄 ▁가을 ▁기모 ▁긴팔 ▁고탄력 ▁따뜻한 ▁반목 ▁티셔츠 ▁폴라티 ▁빅사이즈,남자반 ##목티 남성 봄 가을 기모 긴팔 고탄력 따뜻한 반목 티셔츠 폴라티 빅사이즈
838,탑텐 남성 쉘파 하이넥 집업 MSC4TC1911,28280,패션의류,남성의류,▁탑텐 ▁남성 ▁쉘파 ▁하이넥 ▁집업 ▁MSC4TC 191 1,탑텐 남성 쉘파 하이넥 집업 MSC4TC ##19 ##11
839,웨스턴디지털 SN740 M.2 2230 NVMe,86600,디지털/가전,저장장치,▁웨 스 턴 디 지 털 ▁S N 74 0 ▁M . 2 ▁2 23 0 ▁NV M e,웨 ##스턴 ##디지털 S ##N7 ##40 M . 2 22 ##30 NVMe
840,핵쿨남 남자 머슬핏 반팔 어깨넓어보이는 무지 티셔츠,24900,패션의류,남성의류,▁ 핵 쿨 남 ▁남자 ▁머 슬 핏 ▁반팔 ▁어깨 넓 어 보이 는 ▁무지 ▁티셔츠,핵 ##쿨 ##남 남자 머 ##슬 ##핏 반팔 어깨 ##넓 ##어 ##보이 ##는 무지 티셔츠
841,모르간 MORGAN 뉴 핸드메이드 캐시 코트,139400,패션의류,여성의류,▁모르간 ▁MORGAN ▁뉴 ▁핸드메이드 ▁캐시 ▁코트,모르간 MORGAN 뉴 핸드메이드 캐시 코트
842,브리타 막스트라 플러스 필터,8190,디지털/가전,주방가전,▁브 리 타 ▁막 스트 라 ▁플 러 스 ▁ 필 터,브리 ##타 막스 ##트라 플러스 필터
843,BON 폭스퍼 구스다운 2 IN 1 남성 야상 점퍼 BN1WJP250 337900,142480,패션의류,남성의류,▁B ON ▁폭스퍼 ▁구스다운 ▁2 ▁IN ▁1 ▁남성 ▁야상 ▁점퍼 ▁BN 1 W JP 25 0 ▁337 9 00,B ##ON 폭스퍼 구스다운 2 IN 1 남성 야상 점퍼 BN ##1W ##JP ##250 337 ##900
844,스타일업 일본1위 거들 웨딩 촬영 드레스 보정속옷 똥배팬티 뱃살 복부 힙업 롱 허벅지,46800,패션의류,여성언더웨어/잠옷,▁스타일 업 ▁일본 1 위 ▁거 들 ▁웨딩 ▁ 촬영 ▁드레스 ▁보정 속옷 ▁ 똥 배 팬티 ▁ 뱃 살 ▁ 복 부 ▁ 힙 업 ▁롱 ▁허벅 지,스타일 ##업 일본 ##1 ##위 거 ##들 웨딩 촬 ##영 드레스 보정속옷 똥 ##배 ##팬티 뱃 ##살 복 ##부 힙 ##업 롱 허벅 ##지
845,EFM네트웍스 아이피타임 AX2000U,26620,디지털/가전,네트워크장비,▁E F M 네 트 <unk> 스 ▁아 이 피 타 임 ▁A X 200 0 U,EFM네트웍스 아이피타임 AX2000U
846,닌텐도 링 피트 어드벤처 (SWITCH),68450,디지털/가전,게임기/타이틀,▁ 닌 텐 도 ▁ 링 ▁피 트 ▁어 드 벤 처 ▁( SW I TC H ),닌텐도 링 피 ##트 어드벤처 ( SWITCH )
847,스파오 패딩 푸퍼 자켓 남자 여성 공용 SPJPD4TC11,49870,패션의류,남성의류,▁스파오 ▁패딩 ▁푸퍼 ▁자켓 ▁남자 ▁여성 ▁공용 ▁SPJPD4 TC 11,스파오 패딩 푸퍼 자켓 남자 여성 공용 SPJPD4 ##TC ##11
848,후아유 스티브 케이블 가디건 WHCKD4902F,26790,패션의류,여성의류,▁후아유 ▁스 티브 ▁케이블 ▁가디건 ▁WH CK D49 02 F,후아유 스 ##티브 케이블 가디건 WH ##CK ##D49 ##02 ##F
849,LG전자 울트라기어 32GP750 165,469840,디지털/가전,모니터,▁L G 전 자 ▁울 트 라 기 어 ▁32 GP 7 50 ▁1 65,LG전자 울트라기어 32GP ##750 165
850,23FW 브리엘 가디건 니트원피스 2종,71150,패션의류,여성의류,▁23FW ▁브 리 엘 ▁가디건 ▁니트 원피스 ▁2종,23FW 브리 ##엘 가디건 니트 ##원피스 2종
851,아이엠듀 맥세이프 핸드폰 거치대,12300,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁맥 세 이프 ▁핸드 폰 ▁거 치 대,아이엠듀 맥세이프 핸드폰 거치대
852,겨울 극세사 커플 수면잠옷,21900,패션의류,여성언더웨어/잠옷,▁겨울 ▁극세사 ▁커플 ▁수면잠옷,겨울 극세사 커플 수면잠옷
853,삼성전자 오디세이 G5 C27G54T,286000,디지털/가전,모니터,▁삼 성 전 자 ▁오 디 세 이 ▁G 5 ▁C 27 G 54 T,삼성전자 오디세이 G5 C27 ##G54T
854,보브 패딩 점퍼 7193417103,101840,패션의류,여성의류,▁보브 ▁패딩 ▁점퍼 ▁71 93 4171 03,보브 패딩 점퍼 71 ##93 ##41 ##71 ##03
855,아이엠듀 아이폰 15 프로 MAX 케이스 맥세이프 투명 맥플러스,14300,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁아 이 폰 ▁15 ▁프로 ▁MA X ▁케이 스 ▁맥 세 이프 ▁투 명 ▁맥 플 러 스,아이엠듀 아이폰 15 프로 MAX 케이스 맥세이프 투명 맥플러스
856,베네통 폭스p 후드 덕다운 패딩 BAPDF2361,150120,패션의류,여성의류,▁베네통 ▁폭스 p ▁후드 ▁덕다운 ▁패딩 ▁BAPD F 23 61,베네통 폭스 ##p 후드 덕다운 패딩 BAPD ##F ##2361
857,시스티나 부클 포켓 라운드넥 재킷 AWUJKM41010,49300,패션의류,여성의류,▁시 스티 나 ▁부클 ▁포켓 ▁라운드넥 ▁재킷 ▁A W UJK M41 01 0,시스 ##티 ##나 부클 포켓 라운드넥 재킷 A ##W ##UJK ##M4 ##1010
858,닌텐도 슈퍼 마리오 파티 (SWITCH),53280,디지털/가전,게임기/타이틀,▁ 닌 텐 도 ▁슈퍼 ▁마 리오 ▁파 티 ▁( SW I TC H ),닌텐도 슈퍼 마리오 파티 ( SWITCH )
859,칼하트 디트로이트 릴렉스 핏 덕 자켓 블랙 브라운 네이비 4종,89900,패션의류,남성의류,▁칼하트 ▁디트로이트 ▁릴렉스 ▁핏 ▁덕 ▁자켓 ▁블랙 ▁브라 운 ▁네이비 ▁4종,칼하트 디트로이트 릴렉스 핏 덕 자켓 블랙 브라 ##운 네이비 4종
860,나이키 기능성 반팔 긴팔티 드라이핏 프로 컴프레션,20900,패션의류,남성의류,▁나이키 ▁기능성 ▁반팔 ▁긴팔티 ▁드라이핏 ▁프로 ▁컴 프 레 션,나이키 기능성 반팔 긴팔티 드라이핏 프로 컴 ##프레 ##션
861,잇미샤 폭스퍼 트리밍 롱 다운점퍼 ITNCYPD130,264220,패션의류,여성의류,▁잇미샤 ▁폭스퍼 ▁트리밍 ▁롱 ▁다운점퍼 ▁ITNCY PD 13 0,잇미샤 폭스퍼 트리밍 롱 다운점퍼 ITNC ##Y ##PD ##130
862,Apple 아이패드 에어 5세대 M1 WIFI 64G 스타라이트 (MM9F3KH/A),843720,디지털/가전,태블릿PC,▁A p p le ▁아 이 패 드 ▁에어 ▁5 세 대 ▁M 1 ▁W I F I ▁6 4 G ▁스타 라이 트 ▁( M M 9 F 3 K H / A ),Apple 아이패드 에어 5세대 M1 WIFI 64G 스타 ##라이트 ( MM9 ##F ##3KH / A )
863,트라이 TRY 남자 팬티 트렁크 사각 박서 속옷 남성 팬티 단품,3000,패션의류,남성언더웨어/잠옷,▁트라이 ▁TRY ▁남자 ▁팬티 ▁트렁크 ▁사각 ▁박서 ▁속옷 ▁남성 ▁팬티 ▁단 품,트라이 TRY 남자 팬티 트렁크 사각 박서 속옷 남성 팬티 단품
864,삼성전자 비스포크 큐커 MO22A7797,305390,디지털/가전,주방가전,▁삼 성 전 자 ▁비 스 포 크 ▁ <unk> 커 ▁M O 22 A 7 79 7,삼성전자 비스포크 큐 ##커 MO ##22 ##A ##77 ##9 ##7
865,올리브데올리브 싱글 미디 핸드메이드 코트 YW3WH439,109800,패션의류,여성의류,▁올리브데올리브 ▁싱글 ▁미디 ▁핸드메이드 ▁코트 ▁Y W3WH4 39,올리브데올리브 싱글 미디 핸드메이드 코트 Y ##W3WH4 ##39
866,가젯 보카시 라운드 니트,34800,패션의류,여성의류,▁가 젯 ▁보 카 시 ▁라운드 ▁니트,가 ##젯 보 ##카 ##시 라운드 니트
867,미쏘 부클 라운드넥 숏 자켓 MIWJKDV0PB,44900,패션의류,여성의류,▁미쏘 ▁부클 ▁라운드넥 ▁숏 ▁자켓 ▁MIW JK DV 0P B,미쏘 부클 라운드넥 숏 자켓 MIW ##JK ##DV ##0 ##P ##B
868,폴햄 여성 부츠컷 코듀로이 팬츠 바지 PHD4PP2095,29210,패션의류,여성의류,▁폴햄 ▁여성 ▁부츠컷 ▁코듀로이 ▁팬츠 ▁바지 ▁PHD4PP20 9 5,폴햄 여성 부츠컷 코듀로이 팬츠 바지 PHD4PP20 ##95
869,아이리버 Eiger Sweet Sound W10,34800,디지털/가전,음향가전,▁아 이 리 버 ▁E ig er ▁S we et ▁S o u n d ▁W 10,아이리버 Eiger Swe ##et Sound W ##10
870,텔레토비잠옷 극세사 점프슈트 캐릭터 겨울 수면 잠옷 크리스마스 연,14760,패션의류,여성언더웨어/잠옷,▁ 텔 레 토 비 잠옷 ▁극세사 ▁ 점 프 슈 트 ▁캐릭터 ▁겨울 ▁수면 ▁잠옷 ▁크리스마스 ▁연,텔 ##레 ##토 ##비 ##잠옷 극세사 점 ##프 ##슈 ##트 캐릭터 겨울 수면 잠옷 크리스마스 연
871,삼성전자 갤럭시탭 S9 128GB WIFI,848000,디지털/가전,태블릿PC,▁삼 성 전 자 ▁ <unk> <unk> 시 탭 ▁S 9 ▁1 28 G B ▁W I F I,삼성전자 갤럭시탭 S9 128GB WIFI
872,아이엠듀 태블릿 거치대 마그네틱 스탠드,33400,디지털/가전,태블릿PC액세서리,▁아 이 엠 듀 ▁ 태 블 릿 ▁거 치 대 ▁마 그 네 틱 ▁스탠 드,아이엠듀 태블릿 거치대 마그네틱 스탠드
873,푸마 남성 메쉬 벤틸레이션 에디션 드로즈 9종 풀세트,57510,패션의류,남성언더웨어/잠옷,▁푸마 ▁남성 ▁메 쉬 ▁벤 틸 레이 션 ▁에디션 ▁드로즈 ▁9 종 ▁풀 세트,푸마 남성 메 ##쉬 벤 ##틸 ##레이 ##션 에디션 드로즈 9종 풀세트
874,리오벨 리오벨 FAUX FUR 케이프 반후드 코트,72270,패션의류,여성의류,▁리오벨 ▁리오벨 ▁FAUX ▁FUR ▁케이프 ▁반후드 ▁코트,리오벨 리오벨 FAUX FUR 케이프 반후드 코트
875,올리브데올리브 폭스퍼후드 벨티드 점퍼 YP3WM809,147040,패션의류,여성의류,▁올리브데올리브 ▁폭스퍼후드 ▁벨티드 ▁점퍼 ▁YP 3W M8 0 9,올리브데올리브 폭스퍼후드 벨티드 점퍼 YP ##3W ##M8 ##0 ##9
876,빈폴레이디스 울 캐시미어 벨티드 핸드메이드 롱 코트 카멜 BF3X30C05B,204940,패션의류,여성의류,▁빈폴레이디스 ▁울 ▁캐시미어 ▁벨티드 ▁핸드메이드 ▁롱 ▁코트 ▁카멜 ▁BF3X30C 05 B,빈폴레이디스 울 캐시미어 벨티드 핸드메이드 롱 코트 카멜 BF3X30C ##05 ##B
877,브랜드국내정품 커버낫 RDS 씨빅 숏 푸퍼,123150,패션의류,남성의류,▁브 랜드 국내 정 품 ▁커버낫 ▁RDS ▁씨빅 ▁숏 ▁푸퍼,브 ##랜드 ##국 ##내 ##정품 커버낫 RDS 씨빅 숏 푸퍼
878,심리스브라 노와이어 수면 브라렛 스포츠 여성 속옷 브라 세트 무봉제,12900,패션의류,여성언더웨어/잠옷,▁심리스브라 ▁노와이어 ▁수면 ▁브라렛 ▁스포츠 ▁여성 ▁속옷 ▁브라 ▁세트 ▁무봉제,심리스브라 노와이어 수면 브라렛 스포츠 여성 속옷 브라 세트 무봉제
879,시그니처 마인 골지 레이어드 니트 signature 도매택,14480,패션의류,여성의류,▁시그니처 ▁마인 ▁골지 ▁레이어드 ▁니트 ▁s ig n atur e ▁도 매 택,시그니처 마인 골지 레이어드 니트 s ##ig ##n ##at ##ure 도 ##매 ##택
880,올리브데올리브 슬림핏 벨티드 롱 구스다운 점퍼 OH3XM1140,167160,패션의류,여성의류,▁올리브데올리브 ▁슬림핏 ▁벨티드 ▁롱 ▁구스다운 ▁점퍼 ▁OH 3XM 11 4 0,올리브데올리브 슬림핏 벨티드 롱 구스다운 점퍼 OH ##3X ##M ##11 ##40
881,삼성 정품 C타입 초고속 충전기 45W(1.8M 케이블 포함) PD PPS 충전 어댑터,34900,디지털/가전,휴대폰액세서리,▁삼 성 ▁정품 ▁C 타 입 ▁초 고 속 ▁ <unk> 전 기 ▁4 5 W ( 1 . 8 M ▁케이블 ▁포 <unk> ) ▁P D ▁P P S ▁ <unk> 전 ▁어 댑 터,삼성 정품 C타입 초고속 충전기 45W ( 1 . 8 ##M 케이블 포함 ) PD PPS 충전 어댑 ##터
882,Calvin Klein Underwear 5+1  남자팬티 드로즈 속옷,11800,패션의류,남성언더웨어/잠옷,▁Calvin ▁Klein ▁Underwear ▁5 +1 ▁ ▁남자팬티 ▁드로즈 ▁속옷,Calvin Klein Underwear 5 + 1 남자팬티 드로즈 속옷
883,빅사이즈 남녀공용 무지 기본 기모 헤비 맨투맨 후드티 긴팔티,12900,패션의류,남성의류,▁빅사이즈 ▁남녀공용 ▁무지 ▁기본 ▁기모 ▁헤비 ▁맨투맨 ▁후드티 ▁긴팔티,빅사이즈 남녀공용 무지 기본 기모 헤비 맨투맨 후드티 긴팔티
884,지컷 프론트 더블 버튼 구스다운 패딩 코트 7253417119,117480,패션의류,여성의류,▁지컷 ▁프 론 트 ▁더블 ▁버튼 ▁구스다운 ▁패딩 ▁코트 ▁72534171 19,지컷 프 ##론 ##트 더블 버튼 구스다운 패딩 코트 7253417 ##119
885,시리즈 series 집업 싱글 라이더 가죽 자켓 SAUDS23011BKX LE1215903452,549780,패션의류,남성의류,▁시리즈 ▁series ▁집업 ▁싱글 ▁라 이더 ▁가 죽 ▁자켓 ▁SA UD S 23 011 BK X ▁LE121 5 9 03 45 2,시리즈 series 집업 싱글 라이 ##더 가죽 자켓 SA ##UD ##S ##23 ##011 ##BK ##X LE1215 ##90 ##34 ##5 ##2
886,국내산 여성 순면 모달 여자트렁크 박서 사각팬티 네모팬티 하성민기업,9900,패션의류,여성언더웨어/잠옷,▁국내 산 ▁여성 ▁순면 ▁모달 ▁여자 트 렁크 ▁박서 ▁사각팬티 ▁네모 팬티 ▁하성민기업,국내 ##산 여성 순면 모달 여자 ##트 ##렁크 박서 사각팬티 네모 ##팬티 하성민기업
887,씨씨콜렉트 폭스퍼 벨티드 구스다운 롱 패딩 점퍼 C224PSG824,173700,패션의류,여성의류,▁씨씨콜렉트 ▁폭스퍼 ▁벨티드 ▁구스다운 ▁롱 ▁패딩 ▁점퍼 ▁C 224PSG 8 24,씨씨콜렉트 폭스퍼 벨티드 구스다운 롱 패딩 점퍼 C ##224PSG ##82 ##4
888,씨게이트 Ultra Touch USB-C,149890,디지털/가전,저장장치,▁씨 게 이트 ▁U l t r a ▁T o u c h ▁U S B -C,씨게이트 Ultra Touch USB - C
889,벤큐 GW2780 아이케어,204000,디지털/가전,모니터,▁벤 <unk> ▁G W 27 8 0 ▁아 이 케 어,벤큐 GW ##27 ##80 아이케어
890,다이슨 에어스트레이트 스트레이트너,595180,디지털/가전,이미용가전,▁다 이 슨 ▁에어 스트 레이트 ▁스트레이트 너,다이슨 에어 ##스트 ##레이트 스트레이트 ##너
891,펠틱스 23FW 펠틱스 여성 패딩 팬츠 3종,51020,패션의류,여성의류,▁펠틱스 ▁23FW ▁펠틱스 ▁여성 ▁패딩 ▁팬츠 ▁3종,펠틱스 23FW 펠틱스 여성 패딩 팬츠 3종
892,랩 LAP 젤라비 구스 리얼후드 야상 롱 다운 AP4PDB66,125970,패션의류,여성의류,▁랩 ▁LA P ▁ 젤 라 비 ▁구스 ▁리얼 후드 ▁야상 ▁롱 ▁다운 ▁A P4 PD B 6 6,랩 LA ##P 젤 ##라 ##비 구스 리얼 ##후드 야상 롱 다운 AP ##4 ##PD ##B ##66
893,블루핏 NEW 케이블 하프넥 니트 4종,53130,패션의류,여성의류,▁블루핏 ▁NEW ▁케이블 ▁하프 넥 ▁니트 ▁4종,블루핏 NEW 케이블 하프 ##넥 니트 4종
894,루어스룸 퓨턴 울100 캐시미어 더블버튼 핸드메이드 롱 코트,79900,패션의류,여성의류,▁루 어스 룸 ▁퓨 턴 ▁울100 ▁캐시미어 ▁더블버튼 ▁핸드메이드 ▁롱 ▁코트,루 ##어스 ##룸 퓨 ##턴 울100 캐시미어 더블버튼 핸드메이드 롱 코트
895,신지모루 맥세이프 그립 톡홀더 M 티피톡 투명 마그네틱 자석 거치대,13400,디지털/가전,휴대폰액세서리,▁신 지 모 루 ▁맥 세 이프 ▁ 그 립 ▁ <unk> <unk> 더 ▁M ▁티 피 <unk> ▁투 명 ▁마 그 네 틱 ▁자 <unk> ▁거 치 대,신지모루 맥세이프 그립 톡홀더 M 티피 ##톡 투명 마그네틱 자석 거치대
896,신지모루 스타일러스 애플펜슬 터치펜 신지펜슬 프로,27400,디지털/가전,태블릿PC액세서리,▁신 지 모 루 ▁스타 일러 스 ▁ <unk> 플 펜 슬 ▁ 터치 펜 ▁신 지 펜 슬 ▁프로,신지모루 스타일러스 애플펜슬 터치펜 신지 ##펜슬 프로
897,디지지 방수 패브릭 게이밍 마우스 장패드 5mm,5600,디지털/가전,PC액세서리,▁디 지 지 ▁방수 ▁패 브 릭 ▁ 게 이 밍 ▁마 우 스 ▁장 패 드 ▁5 m m,디지지 방수 패브릭 게이밍 마우스 장패드 5mm
898,푸마 PUMA 22FW 푸마스포츠 유니 리사이클 롱패딩 벤치코트 6컬러,72420,패션의류,남성의류,▁푸마 ▁P U MA ▁22 FW ▁푸마 스포츠 ▁유니 ▁리 사 이 클 ▁롱패딩 ▁벤치 코트 ▁6 컬러,푸마 PU ##MA 22 ##FW 푸마 ##스포츠 유니 리 ##사 ##이 ##클 롱패딩 벤치 ##코트 6컬러
899,크레송 롱 퀼팅 후드 다운 점퍼 1종 여성,110660,패션의류,여성의류,▁크레송 ▁롱 ▁퀼팅 ▁후드 ▁다운 ▁점퍼 ▁1종 ▁여성,크레송 롱 퀼팅 후드 다운 점퍼 1종 여성
900,언더아머 남성 트레이닝복 세트 언스타퍼블 플리스 집업 조거팬츠 1379806 1379808,78790,패션의류,남성의류,▁언더아머 ▁남성 ▁트레이닝복 ▁세트 ▁언스 타 퍼블 ▁플리스 ▁집업 ▁조거팬츠 ▁13798 06 ▁13798 08,언더아머 남성 트레이닝복 세트 언 ##스타 ##퍼블 플리스 집업 조거팬츠 137980 ##6 137980 ##8
901,엘르이너웨어 에어로쿨 컴포트핏 노와이어 브라 팬티 세트 6 Colors,23000,패션의류,여성언더웨어/잠옷,▁엘르이너웨어 ▁에어로쿨 ▁컴포트핏 ▁노와이어 ▁브라 ▁팬티 ▁세트 ▁6 ▁C ol or s,엘르이너웨어 에어로쿨 컴포트핏 노와이어 브라 팬티 세트 6 Co ##lor ##s
902,6+1 면 팬티 편한 모달 인견 텐셀 빅사이즈 여성속옷 순면 여자맥시 팬티,2100,패션의류,여성언더웨어/잠옷,▁6 +1 ▁면 ▁팬티 ▁편한 ▁모달 ▁인견 ▁텐셀 ▁빅사이즈 ▁여성 속옷 ▁순면 ▁여자 맥 시 ▁팬티,6 + 1 면 팬티 편한 모달 인견 텐셀 빅사이즈 여성속옷 순면 여자 ##맥 ##시 팬티
903,탑텐 TOPTEN 공용 에코 플러피플리스 하이넥 집 MSC4TC3912,19620,패션의류,남성의류,▁탑텐 ▁TOPTEN ▁공용 ▁에코 ▁플러피플리스 ▁하이넥 ▁집 ▁MSC4TC391 2,탑텐 TOPTEN 공용 에코 플러피플리스 하이넥 집 MSC4TC3912
904,닌텐도 스위치 OLED 스칼렛 바이올렛 에디션,372950,디지털/가전,게임기/타이틀,▁ 닌 텐 도 ▁스 위 치 ▁O L E D ▁스 칼 렛 ▁ 바이 올 렛 ▁에디션,닌텐도 스위치 OLED 스칼렛 바이올렛 에디션
905,삼성전자 갤럭시탭 S9 FE SM-X516N 5G 128GB,539000,디지털/가전,태블릿PC,▁삼 성 전 자 ▁ <unk> <unk> 시 탭 ▁S 9 ▁F E ▁S M - X 51 6 N ▁5 G ▁1 28 G B,삼성전자 갤럭시탭 S9 FE SM - X ##51 ##6 ##N 5G 128GB
906,겨울내내 피치기모 면 여성 목 폴라티 여자 목티 이너 터틀넥,17800,패션의류,여성의류,▁겨울 내 내 ▁피치기모 ▁면 ▁여성 ▁목 ▁폴라티 ▁여자 ▁목티 ▁이너 ▁터틀넥,겨울 ##내 ##내 피치기모 면 여성 목 폴라티 여자 목티 이너 터틀넥
907,온앤온 빅카라케시미어 벨티드코트 신구로점 NJW3WHB02,166060,패션의류,여성의류,▁온앤온 ▁빅카라 케 시 미어 ▁벨티드 코트 ▁신구로점 ▁NJW3WH B 02,온앤온 빅카라 ##케 ##시 ##미어 벨티드 ##코트 신구로점 NJW3WHB ##02
908,[당일출고]오리털 여성 경량패딩 슬림 이너패딩,22800,패션의류,여성의류,▁[당일출고] 오 리 털 ▁여성 ▁경량패딩 ▁슬림 ▁이너 패딩,[ 당일출고 ] 오리털 여성 경량패딩 슬림 이너 ##패딩
909,삼성전자 갤럭시탭 갤럭시탭S6 10.4 Lite WiFi 64G (SM-P610),451350,디지털/가전,태블릿PC,▁삼 성 전 자 ▁ <unk> <unk> 시 탭 ▁ <unk> <unk> 시 탭 S 6 ▁10 . 4 ▁L i t e ▁W i F i ▁6 4 G ▁( S M - P 6 10 ),삼성전자 갤럭시탭 갤럭시탭S ##6 10 . 4 Lite WiFi 64G ( SM - P ##610 )
910,ZOOC 쥬크 투웨이카라 캐시미어 하프 코트 V234MSG952,229000,패션의류,여성의류,▁ZOOC ▁쥬크 ▁투 웨 이 카라 ▁캐시미어 ▁하프 ▁코트 ▁V 234MSG 9 5 2,ZOOC 쥬크 투 ##웨이 ##카라 캐시미어 하프 코트 V2 ##34 ##MSG ##95 ##2
911,루컴즈전자 루컴즈 T4303KUG,313550,디지털/가전,영상가전,▁루 컴 즈 전 자 ▁루 컴 즈 ▁T 4 3 03 K U G,루컴즈전자 루컴즈 T4 ##303 ##KUG
912,지오다노 테이퍼드 히든밴딩 슬랙스 113511,22500,패션의류,남성의류,▁지오다노 ▁테이퍼드 ▁히든밴딩 ▁슬랙스 ▁1 13 5 11,지오다노 테이퍼드 히든밴딩 슬랙스 11 ##35 ##11
913,레코브 니트베스트셋업원피스 LC31D1TP501S,69170,패션의류,여성의류,▁레 코 브 ▁니트 베스트 셋업 원피스 ▁L C3 1D 1 T P 501 S,레 ##코 ##브 니트 ##베스트 ##셋업 ##원피스 LC ##31 ##D1 ##TP ##501 ##S
914,나이스클랍 벨티드 핸드메이드 롱코트 A234MWC948,125740,패션의류,여성의류,▁나이스클랍 ▁벨티드 ▁핸드메이드 ▁롱코트 ▁A234 MW C9 48,나이스클랍 벨티드 핸드메이드 롱코트 A234 ##MW ##C ##948
915,DJI Osmo Pocket 3 크리에이터 콤보,834000,디지털/가전,카메라/캠코더용품,▁D J I ▁O s m o ▁P o c k et ▁3 ▁크 리 에 이 터 ▁콤 보,DJI Osmo Pocket 3 크리에 ##이터 콤보
916,와콤 인튜어스 CTL-6100WL,185900,디지털/가전,주변기기,▁ 와 콤 ▁인 튜 어스 ▁C T L - 6 100 W L,와 ##콤 인 ##튜 ##어스 C ##T ##L - 6 ##100 ##W ##L
917,삼성 재생토너 MLT-K200L K200S 완제품 SL-M2080W M2033 M2030,12500,디지털/가전,주변기기,▁삼 성 ▁재 생 토 너 ▁M L T - K 200 L ▁K 200 S ▁ <unk> 제 품 ▁S L - M 20 8 0 W ▁M 20 33 ▁M 20 30,삼성 재생토너 ML ##T - K200 ##L K200S 완제품 SL - M20 ##80 ##W M20 ##33 M2030
918,LE TROIS 23F W 이보영의 르투아 리얼 폭스퍼 롱구스다운,28300,패션의류,여성의류,▁LE ▁TROIS ▁23 F ▁W ▁이 보 영 의 ▁르투아 ▁리얼 ▁폭스퍼 ▁롱 구스다운,LE TROIS 23 ##F W 이 ##보 ##영 ##의 르투아 리얼 폭스퍼 롱구스 ##다운
919,앤드지 캐시미어 블렌드 터틀넥 풀오버 니트 BZB4EU1106,15240,패션의류,남성의류,▁앤드지 ▁캐시미어 ▁블렌드 ▁터틀넥 ▁풀오버 ▁니트 ▁B Z B4 EU 11 06,앤드지 캐시미어 블렌드 터틀넥 풀오버 니트 BZ ##B4 ##EU ##110 ##6
920,리바이스 남성 501 오리지널 스트레이트 청바지 00501-0115,40920,패션의류,남성의류,▁리바이스 ▁남성 ▁501 ▁오리지널 ▁스트레이트 ▁청바지 ▁00501 -01 15,리바이스 남성 501 오리지널 스트레이트 청바지 00501 - 01 ##15
921,모장 마인크래프트 (PC) 자바 에디션,15000,디지털/가전,게임기/타이틀,▁모 장 ▁마인 크 래 프트 ▁( P C ) ▁자 바 ▁에디션,모 ##장 마인크래프트 ( PC ) 자바 에디션
922,1+1 마이쭈 이너 겨울 기본티 여성 기모 티셔츠,19800,패션의류,여성의류,▁1+1 ▁마이 쭈 ▁이너 ▁겨울 ▁기본 티 ▁여성 ▁기모 ▁티셔츠,1 + 1 마이 ##쭈 이너 겨울 기본 ##티 여성 기모 티셔츠
923,아이엠듀 골전도 이어폰 플로소닉 오픈형,32400,디지털/가전,음향가전,▁아 이 엠 듀 ▁골 전 도 ▁이 어 폰 ▁플 로 소 닉 ▁오픈 형,아이엠듀 골전도 이어폰 플 ##로 ##소닉 오픈형
924,CK언더웨어 남성 코튼 모달 드로즈 3팩 세트 NP2526O-IJT,49000,패션의류,남성언더웨어/잠옷,▁CK언더웨어 ▁남성 ▁코튼 ▁모달 ▁드로즈 ▁3팩 ▁세트 ▁N P 25 26 O - I J T,CK언더웨어 남성 코튼 모달 드로즈 3팩 세트 N ##P ##25 ##26 ##O - I ##J ##T
925,예일 2 TONE ARCH HOODIE YA8HD1071GR,29900,패션의류,남성의류,▁예 일 ▁2 ▁TO NE ▁A R CH ▁HOODI E ▁Y A 8 HD 10 71 G R,예 ##일 2 TO ##NE AR ##CH HOODIE Y ##A ##8 ##HD ##10 ##71 ##GR
926,BOSE QC 울트라 헤드폰,474050,디지털/가전,음향가전,▁B O S E ▁ Q C ▁울 트 라 ▁헤 드 폰,BOSE QC 울트라 헤드폰
927,Ekeepment 하이라이저 높이조절 노트북 거치대,31080,디지털/가전,노트북액세서리,▁E k e e p m en t ▁하이 라이 저 ▁ <unk> 이 조 절 ▁노 트 <unk> ▁거 치 대,Ekeepment 하이 ##라이 ##저 높이조절 노트북 거치대
