,title,lprice,category1,category2,title_sentencePiece,title_bertWP
462,아이엠듀 갤럭시워치5 프로 / 갤럭시워치4 클래식 메탈 스트랩 쥬빌레 루프 밴드 시계줄,23200,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁ <unk> <unk> 시 워 치 5 ▁프로 ▁ / ▁ <unk> <unk> 시 워 치 4 ▁클래식 ▁메 탈 ▁스트 랩 ▁쥬 <unk> 레 ▁루 프 ▁ 밴드 ▁시 계 줄,아이엠듀 갤럭시워치5 프로 / 갤럭시워치4 클래식 메탈 스트랩 쥬 ##빌 ##레 루프 밴드 시계줄
463,여성 크롭 트위드자켓 세트 롱플레어 스커트 치마 투피스 가을,30050,패션의류,여성의류,▁여성 ▁크롭 ▁트위드 자켓 ▁세트 ▁롱 플레어 ▁스커트 ▁치 마 ▁투피스 ▁가을,여성 크롭 트위드 ##자켓 세트 롱 ##플레어 스커트 치마 투피스 가을
464,리스트 울 혼방 핸드메이드 로브형 코트 TWHCTN82050,116470,패션의류,여성의류,▁리스트 ▁울 ▁혼방 ▁핸드메이드 ▁로브 형 ▁코트 ▁TWHCTN8 20 50,리스트 울 혼방 핸드메이드 로브 ##형 코트 TWHCTN820 ##50
465,마인그라피 카메라 스마트폰 삼각대 7500b,29500,디지털/가전,카메라/캠코더용품,▁마인 그 라 피 ▁카 메 라 ▁스 마 트 폰 ▁삼 각 대 ▁7 5 00 b,마인 ##그라 ##피 카메라 스마트폰 삼각대 7500 ##b
466,르까프 227103 Lecaf르까프 23FW 남녀공용 롱패딩,47540,패션의류,남성의류,▁르까프 ▁2 271 03 ▁Lecaf 르 까프 ▁23FW ▁남녀공용 ▁롱패딩,르까프 22 ##71 ##03 Lecaf ##르 ##까프 23FW 남녀공용 롱패딩
467,ZEISS 렌즈 클리너 와이프,6770,디지털/가전,카메라/캠코더용품,▁Z E IS S ▁ 렌 즈 ▁클 리 너 ▁와이 프,Z ##E ##IS ##S 렌즈 클 ##리 ##너 와이 ##프
468,쉬즈미스 폭스퍼 후드 구스 롱패딩 SSGJPN42010,147930,패션의류,여성의류,▁쉬즈미스 ▁폭스퍼 ▁후드 ▁구스 ▁롱패딩 ▁SSGJP N4 201 0,쉬즈미스 폭스퍼 후드 구스 롱패딩 SSGJP ##N4 ##2010
469,CERINI by PAT 남성 워셔블 기모 본딩 팬츠 3종 세트,11640,패션의류,남성의류,▁C ER IN I ▁ by ▁P AT ▁남성 ▁워셔블 ▁기모 ▁본딩 ▁팬츠 ▁3종 ▁세트,C ##ER ##I ##NI by P ##AT 남성 워셔블 기모 본딩 팬츠 3종 세트
470,라이브쇼핑 아쇼라 유로컬렉션 트리플 콤비퍼 롱구스 23fw,234140,패션의류,여성의류,▁라이브쇼핑 ▁아 쇼 라 ▁유 로 컬 렉션 ▁트 리 플 ▁콤비 퍼 ▁롱구스 ▁23 fw,라이브쇼핑 아 ##쇼 ##라 유 ##로 ##컬렉션 트리 ##플 콤비 ##퍼 롱구스 23 ##fw
471,폰트리 힐링쉴드 갤럭시 S24 울트라 3D 풀커버 강화유리 액정보호필름,11520,디지털/가전,휴대폰액세서리,▁ 폰 트 리 ▁ 힐 링 <unk> 드 ▁ <unk> <unk> 시 ▁S 24 ▁울 트 라 ▁3 D ▁풀 커 버 ▁강 화 유 리 ▁ 액 정 보 호 필 름,폰트리 힐링쉴드 갤럭시 S24 울트라 3D 풀커버 강화유리 액정보호필름
472,23FW 아리스토우 남성 클라우드패딩 자켓 2종,28350,패션의류,남성의류,▁23FW ▁아리스토우 ▁남성 ▁클라우드패딩 ▁자켓 ▁2종,23FW 아리스토우 남성 클라우드패딩 자켓 2종
473,삼성전자 오디세이 G5 S27CG510,87170,디지털/가전,모니터,▁삼 성 전 자 ▁오 디 세 이 ▁G 5 ▁S 27 C G 510,삼성전자 오디세이 G5 S27 ##CG ##510
474,JBL EON715,1000000,디지털/가전,음향가전,▁J BL ▁E ON 71 5,JBL E ##ON ##71 ##5
475,앤드지 하이넥 몬스터 다운 파카 GR BLC4FP1001,68990,패션의류,남성의류,▁앤드지 ▁하이넥 ▁ 몬 스 터 ▁다운 ▁파카 ▁G R ▁B L C4FP 100 1,앤드지 하이넥 몬 ##스터 다운 파카 GR BL ##C4FP1 ##001
476,[즉시메일or패키지]한국정품 MS 오피스 2021 Home Student ESD PKC 영구제품키 인증점,129000,디지털/가전,소프트웨어,▁[ <unk> 시 메 일 or 패 키지 ] 한 국 정 품 ▁MS ▁오 피스 ▁202 1 ▁H o m e ▁S t u d en t ▁E S D ▁P K C ▁ 영 구 제 품 키 ▁인 <unk> 점,[ 즉 ##시 ##메일 ##or ##패키지 ] 한국정품 MS 오피스 2021 Home Student E ##SD P ##K ##C 영구제품키 인 ##증점
477,아이리버 EQWEAR-MVM7,27140,디지털/가전,주변기기,▁아 이 리 버 ▁E Q W E AR - M V M 7,아이리버 EQWEAR - MV ##M7
478,여름 원피스 차르르 맥시 롱 퍼프 소매 셔링 링클 원피스 편한 하객 블랙 아이보리,31500,패션의류,여성의류,▁여름 ▁원피스 ▁차 르 르 ▁맥시 ▁롱 ▁퍼프 ▁소매 ▁셔링 ▁ 링클 ▁원피스 ▁편한 ▁하객 ▁블랙 ▁아이보 리,여름 원피스 차 ##르르 맥시 롱 퍼프 소매 셔링 링 ##클 원피스 편한 하객 블랙 아이보리
479,[국내바로배송] 몽클레어 클로에 KHLOE 여성패딩,3190000,패션의류,여성의류,▁[ 국내 바로배송 ] ▁몽클레어 ▁클 로 에 ▁K HL O E ▁여성 패딩,[ 국내 ##바 ##로배송 ] 몽클레어 클 ##로 ##에 KH ##L ##O ##E 여성패딩
480,신지모루 아이폰 14 / 13 / 아이폰 13 프로용 풀커버 하이브리드 강화유리 액정보호필름 2매,10400,디지털/가전,휴대폰액세서리,▁신 지 모 루 ▁아 이 폰 ▁1 4 ▁ / ▁1 3 ▁ / ▁아 이 폰 ▁1 3 ▁프로 용 ▁풀 커 버 ▁하이 브 리드 ▁강 화 유 리 ▁ 액 정 보 호 필 름 ▁2 매,신지모루 아이폰 14 / 13 / 아이폰 13 프로용 풀커버 하이브리드 강화유리 액정보호필름 2매
481,에뜨르몽크 GGPX 폭스 퍼 후드 벨티드 덕다운 하프 패딩 GMDBDU921F,137620,패션의류,여성의류,▁에 뜨 르 몽 크 ▁GGPX ▁폭스 ▁퍼 ▁후드 ▁벨티드 ▁덕다운 ▁하프 ▁패딩 ▁GMDBDU9 21 F,에 ##뜨 ##르 ##몽 ##크 GGPX 폭스 퍼 후드 벨티드 덕다운 하프 패딩 GMDBDU ##9 ##21 ##F
482,GGPX 폭스퍼 덕다운 숏패딩 GMDBDU992F,124590,패션의류,여성의류,▁GGPX ▁폭스퍼 ▁덕다운 ▁숏패딩 ▁GMDBDU992 F,GGPX 폭스퍼 덕다운 숏패딩 GMDBDU992F
483,로지텍 로지텍G G933s 무선 7.1 LIGHTSYNC 게이밍 헤드셋,159080,디지털/가전,멀티미디어장비,▁로 지 텍 ▁로 지 텍 G ▁G 9 33 s ▁무 선 ▁7 . 1 ▁L I G H TS Y N C ▁ 게 이 밍 ▁헤 드 셋,로지텍 로지텍G G9 ##33 ##s 무선 7 . 1 LIGHTSYNC 게이밍 헤드셋
484,폭스클럽 잠옷 빅사이즈 커플파자마 가족 여름 냉감 인견잠옷,7900,패션의류,여성언더웨어/잠옷,▁폭스클럽 ▁잠옷 ▁빅사이즈 ▁커플파자마 ▁가족 ▁여름 ▁ 냉 감 ▁인견 잠옷,폭스클럽 잠옷 빅사이즈 커플파자마 가족 여름 냉 ##감 인견 ##잠옷
485,캘빈클라인 언더웨어 브라렛 CK 여자 속옷 세트,49000,패션의류,여성언더웨어/잠옷,▁캘빈클라인 ▁언더웨어 ▁브라렛 ▁CK ▁여자 ▁속옷 ▁세트,캘빈클라인 언더웨어 브라렛 CK 여자 속옷 세트
486,요이치 마운틴 베타 3in1 멀티 아이폰 5핀 C타입 충전케이블,4970,디지털/가전,휴대폰액세서리,▁요 이 치 ▁마 운 틴 ▁베 타 ▁3 in 1 ▁ 멀 티 ▁아 이 폰 ▁5 핀 ▁C 타 입 ▁ <unk> 전 케 이 블,요이치 마운틴 베 ##타 3in1 멀티 아이폰 5 ##핀 C타입 충전 ##케이블
487,빅쏘 갤럭시S24 울트라 강화유리 필름 2.5CX플러스,10900,디지털/가전,휴대폰액세서리,▁빅 쏘 ▁ <unk> <unk> 시 S 24 ▁울 트 라 ▁강 화 유 리 ▁ 필 름 ▁2 . 5 C X 플 러 스,빅쏘 갤럭시S24 울트라 강화유리 필름 2 . 5CX플러스
488,차밍 여성 텐셀 요일팬티 준12 P308,5490,패션의류,여성언더웨어/잠옷,▁차 밍 ▁여성 ▁텐셀 ▁요일 팬티 ▁ 준 12 ▁P 30 8,차 ##밍 여성 텐셀 요일 ##팬티 준 ##12 P ##30 ##8
489,LG전자 32MN500M,248860,디지털/가전,모니터,▁L G 전 자 ▁32 M N 5 00 M,LG전자 32MN500 ##M
490,인스타360 Ace Pro,569050,디지털/가전,카메라/캠코더용품,▁인 스 타 36 0 ▁A c e ▁P r o,인스타360 Ac ##e Pro
491,아이엠듀 3in1 멀티 C to C 고속충전 LED 케이블,6400,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁3 in 1 ▁ 멀 티 ▁C ▁ t o ▁C ▁고 속 <unk> 전 ▁LE D ▁케이블,아이엠듀 3in1 멀티 C to C 고속충전 LED 케이블
492,노스페이스 남성 1996 에코 눕시 자켓 NJ1DQ55A,104880,패션의류,남성의류,▁노 스페 이 스 ▁남성 ▁1 99 6 ▁에코 ▁ 눕 시 ▁자켓 ▁NJ 1D Q 55 A,노스 ##페 ##이스 남성 19 ##9 ##6 에코 눕 ##시 자켓 NJ ##1 ##D ##Q ##55 ##A
493,마이크로소프트 엑스박스 무선 컨트롤러,54700,디지털/가전,게임기/타이틀,▁마이 크 로 소 프트 ▁ 엑스 박 스 ▁무 선 ▁ 컨 트 롤 러,마이크로소프트 엑스 ##박스 무선 컨트롤러
494,주파집 HUB901,50400,디지털/가전,PC액세서리,▁주 파 집 ▁H U B 9 01,주파집 HUB ##901
495,후지필름 인스탁스 즉석 미니 필름,10950,디지털/가전,카메라/캠코더용품,▁후 지 필 름 ▁인 스 <unk> 스 ▁ <unk> <unk> ▁미 니 ▁ 필 름,후지필름 인스탁스 즉석 미니 필름
496,게이밍 조립컴퓨터 배그 롤 피파 오버워치2 고사양 게임용 조립PC 컴퓨터본체 사무용01,238000,디지털/가전,PC,▁ 게 이 밍 ▁조 립 컴 퓨 터 ▁배 그 ▁ 롤 ▁피 파 ▁오 버 워 치 2 ▁고 사 양 ▁ 게 임 용 ▁조 립 P C ▁컴 퓨 터 본 체 ▁사 무 용 01,게이밍 조립컴퓨터 배그 롤 피 ##파 오버워치 ##2 고사양 게임용 조립PC 컴퓨터본체 사무용 ##01
497,플레이텍스 24년NEW 플레이텍스 노와이어 더블리프팅 컴포트,125910,패션의류,여성언더웨어/잠옷,▁플레이텍스 ▁24 년 NE W ▁플레이텍스 ▁노와이어 ▁더블 리프 팅 ▁컴포트,플레이텍스 24 ##년 ##NEW 플레이텍스 노와이어 더블 ##리 ##프 ##팅 컴포트
498,삼성전자 삼성 SL-C563W 정품토너포함,277850,디지털/가전,주변기기,▁삼 성 전 자 ▁삼 성 ▁S L -C 56 3W ▁정품 토 너 포 <unk>,삼성전자 삼성 SL - C563W 정품토너포함
499,신지모루 2배 자력 아이폰 15 프로 맥스 케이스 맥세이프 마그네틱 플러스 투명,18400,디지털/가전,휴대폰액세서리,▁신 지 모 루 ▁2 배 ▁자 력 ▁아 이 폰 ▁15 ▁프로 ▁맥 스 ▁케이 스 ▁맥 세 이프 ▁마 그 네 틱 ▁플 러 스 ▁투 명,신지모루 2배 자 ##력 아이폰 15 프로 맥스 케이스 맥세이프 마그네틱 플러스 투명
500,폴햄 남성 겨울 기모 안감 탄성 스트레이트 팬츠  PHD4PT1702,19900,패션의류,남성의류,▁폴햄 ▁남성 ▁겨울 ▁기모 ▁안감 ▁ 탄 성 ▁스트레이트 ▁팬츠 ▁ ▁PHD4PT 1 702,폴햄 남성 겨울 기모 안감 탄 ##성 스트레이트 팬츠 PHD4PT ##17 ##02
501,리스트 코듀로이 배기 밴딩 팬츠 TWWSLN82120,64080,패션의류,여성의류,▁리스트 ▁코듀로이 ▁배기 ▁밴딩 ▁팬츠 ▁TWWSL N8 21 20,리스트 코듀로이 배기 밴딩 팬츠 TWWSL ##N8 ##21 ##20
502,나이키 스우시 미디엄 서포트 패드 지퍼 프런트 스포츠 브라 DD1206,30410,패션의류,여성언더웨어/잠옷,▁나이키 ▁스우시 ▁미디엄 ▁서포트 ▁패드 ▁지 퍼 ▁프 런 트 ▁스포츠 ▁브라 ▁DD 120 6,나이키 스우시 미디엄 서포트 패드 지 ##퍼 프 ##런 ##트 스포츠 브라 DD ##12 ##06
503,온앤온 후드 퍼 벨티드 롱 구스 패딩 NEP3WHB01,205670,패션의류,여성의류,▁온앤온 ▁후드 ▁퍼 ▁벨티드 ▁롱 ▁구스 ▁패딩 ▁NEP 3WH B 01,온앤온 후드 퍼 벨티드 롱 구스 패딩 NEP ##3WH ##B ##01
504,아이폰 14 프로 128GB [자급제],1170000,디지털/가전,휴대폰,▁아 이 폰 ▁1 4 ▁프로 ▁1 28 G B ▁[ 자 급 제 ],아이폰 14 프로 128GB [ 자급제 ]
505,삼성전자 비스포크 MG23A5378,165600,디지털/가전,주방가전,▁삼 성 전 자 ▁비 스 포 크 ▁M G 23 A 53 78,삼성전자 비스포크 M ##G ##23 ##A5 ##37 ##8
506,올리브데올리브 폭스퍼후디 숏 구스패딩점퍼 OP3WCM180,166060,패션의류,여성의류,▁올리브데올리브 ▁폭스퍼 후 디 ▁숏 ▁구스 패딩점퍼 ▁OP 3WCM 18 0,올리브데올리브 폭스퍼 ##후 ##디 숏 구스 ##패딩점퍼 OP ##3WCM ##180
507,엘르이너웨어 에어로웜 컴포트핏 노와이어 브라 팬티 세트,23000,패션의류,여성언더웨어/잠옷,▁엘르이너웨어 ▁에어로 웜 ▁컴포트핏 ▁노와이어 ▁브라 ▁팬티 ▁세트,엘르이너웨어 에어로 ##웜 컴포트핏 노와이어 브라 팬티 세트
508,데일리아이템 올스텐 304 데일리에어프라이어,199000,디지털/가전,주방가전,▁데일리 아이 <unk> ▁ 올 스 텐 ▁3 04 ▁데일리 에어 프 라이 어,데일리 ##아이 ##템 올스텐 304 데일리 ##에어 ##프라이어
509,삼성전자 갤럭시북3 NT750XFT-A71A,1198000,디지털/가전,노트북,▁삼 성 전 자 ▁ <unk> <unk> 시 <unk> 3 ▁N T 7 50 X F T - A 71 A,삼성전자 갤럭시북3 NT750XFT - A7 ##1 ##A
510,시크라인 헬리니아 더블버튼 원피스,20860,패션의류,여성의류,▁시크 라인 ▁헬 리 니 아 ▁더블버튼 ▁원피스,시크 ##라인 헬 ##리 ##니아 더블버튼 원피스
511,탑텐 여성 에코 쉘파 크루넥 가디건 MSD4TC2002,17550,패션의류,여성의류,▁탑텐 ▁여성 ▁에코 ▁쉘파 ▁크루넥 ▁가디건 ▁MSD4TC 200 2,탑텐 여성 에코 쉘파 크루넥 가디건 MSD4TC ##2002
512,시슬리 하이넥 구스 숏 패딩 SAPDA4341,111280,패션의류,여성의류,▁시슬리 ▁하이넥 ▁구스 ▁숏 ▁패딩 ▁SAPD A4 341,시슬리 하이넥 구스 숏 패딩 SAPD ##A4341
513,Ekeepment 레더프로 2세대 맥북 노트북 가죽 파우치 슬리브,24400,디지털/가전,노트북액세서리,▁E k e e p m en t ▁레더 프 로 ▁2 세 대 ▁맥 <unk> ▁노 트 <unk> ▁가 죽 ▁파 우 치 ▁슬 리브,Ekeepment 레더 ##프로 2세대 맥북 노트북 가죽 파우치 슬 ##리브
514,데몬하우스 스톤힐 MS-01,15900,디지털/가전,모니터주변기기,▁데 몬 하 우 스 ▁스 톤 힐 ▁MS -01,데 ##몬 ##하 ##우스 스톤 ##힐 MS - 01
515,센존블루라벨 23FW 시스루 풀오버 나시 80115322,71890,패션의류,여성의류,▁ 센 존 블루 라벨 ▁23FW ▁시스루 ▁풀오버 ▁나시 ▁8 011 53 22,센 ##존 ##블루 ##라 ##벨 23FW 시스루 풀오버 나시 801 ##15 ##32 ##2
516,Ekeepment 키보드 손목 받침대 호두나무 월넛 팜레스트,16500,디지털/가전,PC액세서리,▁E k e e p m en t ▁키 보 드 ▁ <unk> 목 ▁ <unk> <unk> 대 ▁ 호 두 나 무 ▁ 월 <unk> ▁ <unk> 레 스트,Ekeepment 키보드 손목 받침대 호 ##두 ##나무 월 ##넛 팜레스트
517,타미힐피거 남성 퍼포먼스 푸퍼 후드 패딩 재킷 점퍼 158AN508-OLV,59000,패션의류,남성의류,▁타미힐피거 ▁남성 ▁퍼포먼스 ▁푸퍼 ▁후드 ▁패딩 ▁재킷 ▁점퍼 ▁1 58 AN 50 8 - OL V,타미힐피거 남성 퍼포먼스 푸퍼 후드 패딩 재킷 점퍼 15 ##8 ##AN ##50 ##8 - OL ##V
518,비달사순 2000W 헤어 드라이기 고출력 저소음 가벼운 드라이어,21900,디지털/가전,이미용가전,▁비 달 사 순 ▁2 000 W ▁헤 어 ▁드라이 기 ▁고 출 력 ▁ 저 소 음 ▁가 <unk> 운 ▁드라이 어,비 ##달 ##사 ##순 2000 ##W 헤어 드라이기 고 ##출 ##력 저소음 가벼운 드라이어
519,플라스틱아일랜드 후드 더플 숏패딩 PP4PZ066,132020,패션의류,여성의류,▁플라스틱아일랜드 ▁후드 ▁더플 ▁숏패딩 ▁PP4 P Z 06 6,플라스틱아일랜드 후드 더플 숏패딩 PP ##4 ##P ##Z ##06 ##6
520,타미힐피거 남녀 공용 기모 겨울맨투맨 4종,31910,패션의류,남성의류,▁타미힐피거 ▁남녀 ▁공용 ▁기모 ▁겨울 맨투맨 ▁4종,타미힐피거 남녀 공용 기모 겨울 ##맨투맨 4종
521,아이엠듀 아이폰15 프로 MAX 투명 슬림 이지스 플러스 케이스,11300,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁아 이 폰 15 ▁프로 ▁MA X ▁투 명 ▁슬림 ▁이 지스 ▁플 러 스 ▁케이 스,아이엠듀 아이폰15 프로 MAX 투명 슬림 이지스 플러스 케이스
522,로랜텍 PPS 디스플레이 LCD 초고속충전 보조배터리,29800,디지털/가전,휴대폰액세서리,▁로 랜 텍 ▁P P S ▁디 스 플 레이 ▁L C D ▁초 고 속 <unk> 전 ▁보 조 배 터 리,로랜텍 PPS 디스플레이 LC ##D 초고속충전 보조배터리
523,시크폭스 기모Ver 에쉬드그레이 와이드데님팬츠,22890,패션의류,여성의류,▁시크 폭스 ▁기모 V er ▁에 쉬드 그레이 ▁와이드 데님 팬츠,시크 ##폭스 기모 ##V ##er 에 ##쉬드 ##그레이 와이드 ##데님 ##팬츠
524,로랜텍 애플펜슬 스타일러스 터치펜 RRT-412,29500,디지털/가전,태블릿PC액세서리,▁로 랜 텍 ▁ <unk> 플 펜 슬 ▁스타 일러 스 ▁ 터치 펜 ▁R R T - 41 2,로랜텍 애플펜슬 스타일러스 터치펜 R ##R ##T - 4 ##12
525,에잇세컨즈 카치온 다잉 스트레이트 데님팬츠 오키드 323Y21HPFV,28740,패션의류,남성의류,▁에잇 세 컨 즈 ▁카치온 ▁다 잉 ▁스트레이트 ▁데님팬츠 ▁오 키 드 ▁3 23 Y 21 H P F V,에잇 ##세 ##컨 ##즈 카치온 다 ##잉 스트레이트 데님팬츠 오 ##키 ##드 32 ##3 ##Y ##21 ##H ##P ##F ##V
526,게스 게스 남성 슬림 스트레이트 MN3D9150,38770,패션의류,남성의류,▁게스 ▁게스 ▁남성 ▁슬림 ▁스트레이트 ▁M N 3 D91 50,게스 게스 남성 슬림 스트레이트 MN ##3D ##915 ##0
527,LG전자 MW23GD,122350,디지털/가전,주방가전,▁L G 전 자 ▁M W 23 G D,LG전자 M ##W ##23 ##GD
528,올리브데올리브 싱글 핸드메이드 하프 코트 OW3XCH023,120370,패션의류,여성의류,▁올리브데올리브 ▁싱글 ▁핸드메이드 ▁하프 ▁코트 ▁O W 3X CH 0 23,올리브데올리브 싱글 핸드메이드 하프 코트 O ##W ##3X ##CH ##02 ##3
529,스파오 파스텔 푸퍼 SPJPD4TG01,49090,패션의류,여성의류,▁스파오 ▁파스텔 ▁푸퍼 ▁SPJPD4TG 01,스파오 파스텔 푸퍼 SPJPD4TG ##01
530,듀엘 에코 퍼 숏 무스탕 코트 L234PSG751,113730,패션의류,여성의류,▁듀엘 ▁에코 ▁퍼 ▁숏 ▁무스탕 ▁코트 ▁L234PSG 7 51,듀엘 에코 퍼 숏 무스탕 코트 L234PSG ##75 ##1
531,미로 miro-twin,187110,디지털/가전,계절가전,▁미 로 ▁ m i r o - t w in,미로 miro - t ##w ##in
532,아이엠듀 아이폰 15 프로 MAX 풀커버 액정보호 9H 강화유리 필름 2매,8290,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁아 이 폰 ▁15 ▁프로 ▁MA X ▁풀 커 버 ▁ 액 정 보 호 ▁9 H ▁강 화 유 리 ▁ 필 름 ▁2 매,아이엠듀 아이폰 15 프로 MAX 풀커버 액정보호 9H 강화유리 필름 2매
533,신지모루 갤럭시 S23 울트라 맥세이프 케이스 M 에어클로 베이직 마그네틱,14400,디지털/가전,휴대폰액세서리,▁신 지 모 루 ▁ <unk> <unk> 시 ▁S 23 ▁울 트 라 ▁맥 세 이프 ▁케이 스 ▁M ▁에어 클로 ▁베이직 ▁마 그 네 틱,신지모루 갤럭시 S23 울트라 맥세이프 케이스 M 에어클로 베이직 마그네틱
534,한성컴퓨터 GK898B 염료승화 EDITION,185000,디지털/가전,주변기기,▁ 한 성 컴 퓨 터 ▁G K 8 98 B ▁ <unk> <unk> <unk> 화 ▁E D IT IO N,한성컴퓨터 G ##K ##8 ##98 ##B 염 ##료 ##승 ##화 EDITION
535,버커루 23FW 파격초 1 1 기모셋업 4종 남성,44490,패션의류,남성의류,▁버커루 ▁23FW ▁파격초 ▁1 ▁1 ▁기모셋업 ▁4종 ▁남성,버커루 23FW 파격초 1 1 기모셋업 4종 남성
536,라인 LINE 라인어디션 N755 쥬얼버튼 H라인 원피스 NGOPNK9800,199000,패션의류,여성의류,▁라인 ▁L INE ▁라인어디션 ▁N 7 55 ▁쥬 얼 버튼 ▁H라인 ▁원피스 ▁N G OP N K 98 00,라인 LI ##NE 라인어디션 N ##75 ##5 쥬 ##얼 ##버튼 H라인 원피스 N ##G ##OP ##NK ##980 ##0
537,빈폴 역시즌 패딩 고어텍스 코트 남자 구스 다운 겨울 클래식 출근 점퍼 H-930O535,146790,패션의류,남성의류,▁빈폴 ▁ 역 시 즌 ▁패딩 ▁고 어 텍스 ▁코트 ▁남자 ▁구스 ▁다운 ▁겨울 ▁클래식 ▁ 출 근 ▁점퍼 ▁H - 9 30 O 53 5,빈폴 역 ##시 ##즌 패딩 고 ##어 ##텍스 코트 남자 구스 다운 겨울 클래식 출 ##근 점퍼 H - 9 ##30 ##O ##535
